san11pk_dump.exe.idb,0x532ba0,jpt_532ADD
san11pk_dump.exe.idb,0x532f70,?GetSubItems@CMFCRibbonButton@@QBEABV?$CArray@PAVCMFCRibbonBaseElement@@PAV1@@@XZ
san11pk_dump.exe.idb,0x53369d,def_53353D
san11pk_dump.exe.idb,0x533a1d,def_5336F4
san11pk_dump.exe.idb,0x533bf3,def_533BC6
san11pk_dump.exe.idb,0x533c03,def_533B91
san11pk_dump.exe.idb,0x533d4c,jpt_53353D
san11pk_dump.exe.idb,0x533d5c,jpt_5336F4
san11pk_dump.exe.idb,0x533d70,jpt_533B91
san11pk_dump.exe.idb,0x533d90,jpt_533BC6
san11pk_dump.exe.idb,0x534653,def_534542
san11pk_dump.exe.idb,0x534660,jpt_534542
san11pk_dump.exe.idb,0x5356fa,def_535619
san11pk_dump.exe.idb,0x5357d8,jpt_535619
san11pk_dump.exe.idb,0x535a3b,def_5359F1
san11pk_dump.exe.idb,0x535a88,jpt_5359F1
san11pk_dump.exe.idb,0x538fb7,def_538D39
san11pk_dump.exe.idb,0x538fc0,jpt_538D39
san11pk_dump.exe.idb,0x539dee,def_539DB5
san11pk_dump.exe.idb,0x53a65c,jpt_539DB5
san11pk_dump.exe.idb,0x53d729,def_53BF1F
san11pk_dump.exe.idb,0x53d770,jpt_53BF1F
san11pk_dump.exe.idb,0x53e00d,def_53DA1A
san11pk_dump.exe.idb,0x53e028,jpt_53DA1A
san11pk_dump.exe.idb,0x53e8fb,def_53E7BD
san11pk_dump.exe.idb,0x53ea50,jpt_53E7BD
san11pk_dump.exe.idb,0x540908,def_5408FC
san11pk_dump.exe.idb,0x54102a,def_540782
san11pk_dump.exe.idb,0x541058,jpt_540782
san11pk_dump.exe.idb,0x54106c,jpt_5408FC
san11pk_dump.exe.idb,0x5412e0,j_??1stdiobuf@@UAE@XZ_96
san11pk_dump.exe.idb,0x5416d0,??1stdiobuf@@UAE@XZ_40
san11pk_dump.exe.idb,0x541ed5,def_541DD4
san11pk_dump.exe.idb,0x541ee8,jpt_541DD4
san11pk_dump.exe.idb,0x542f36,def_542EB4
san11pk_dump.exe.idb,0x542f54,jpt_542EB4
san11pk_dump.exe.idb,0x542ff0,??1ios_base@std@@UAE@XZ_4
san11pk_dump.exe.idb,0x54444b,def_544373
san11pk_dump.exe.idb,0x5444b0,jpt_544373
san11pk_dump.exe.idb,0x544524,jpt_544410
san11pk_dump.exe.idb,0x545a2e,def_54592C
san11pk_dump.exe.idb,0x545a44,jpt_54538F
san11pk_dump.exe.idb,0x545b5c,jpt_54592C
san11pk_dump.exe.idb,0x545c24,jpt_545BD8
san11pk_dump.exe.idb,0x545c40,??1stdiobuf@@UAE@XZ_41
san11pk_dump.exe.idb,0x547890,?GetSchedulerProxy@SchedulerBase@details@Concurrency@@QBEPAUISchedulerProxy@3@XZ
san11pk_dump.exe.idb,0x548c25,def_548B81
san11pk_dump.exe.idb,0x548c34,jpt_548B81
san11pk_dump.exe.idb,0x548d47,def_548CCF
san11pk_dump.exe.idb,0x548da0,jpt_548CCF
san11pk_dump.exe.idb,0x548f59,def_548F0C
san11pk_dump.exe.idb,0x548f68,jpt_548F0C
san11pk_dump.exe.idb,0x549008,def_548FAA
san11pk_dump.exe.idb,0x549014,jpt_548FAA
san11pk_dump.exe.idb,0x5490df,def_54904B
san11pk_dump.exe.idb,0x5490e4,jpt_54904B
san11pk_dump.exe.idb,0x549803,def_54975E
san11pk_dump.exe.idb,0x549808,jpt_54975E
san11pk_dump.exe.idb,0x549879,def_549834
san11pk_dump.exe.idb,0x54987c,jpt_549834
san11pk_dump.exe.idb,0x54aec2,def_54ADEA
san11pk_dump.exe.idb,0x54aecc,jpt_54ADEA
san11pk_dump.exe.idb,0x54c709,def_54C6B5
san11pk_dump.exe.idb,0x54c710,jpt_54C6B5
san11pk_dump.exe.idb,0x54cda7,def_54CD49
san11pk_dump.exe.idb,0x54cf58,jpt_54CD49
san11pk_dump.exe.idb,0x54d86c,def_54D7FB
san11pk_dump.exe.idb,0x54d880,jpt_54D7FB
san11pk_dump.exe.idb,0x54f740,??1stdiobuf@@UAE@XZ_42
san11pk_dump.exe.idb,0x54ffe8,def_54FE6A
san11pk_dump.exe.idb,0x550000,jpt_54FE6A
san11pk_dump.exe.idb,0x5500d0,??1ios_base@std@@UAE@XZ_5
san11pk_dump.exe.idb,0x550480,??1ios_base@std@@UAE@XZ_6
san11pk_dump.exe.idb,0x550a16,def_5509D9
san11pk_dump.exe.idb,0x550b00,jpt_5509D9
san11pk_dump.exe.idb,0x550ff2,def_550E7A
san11pk_dump.exe.idb,0x551008,jpt_550E7A
san11pk_dump.exe.idb,0x551396,def_55122A
san11pk_dump.exe.idb,0x5513ac,jpt_55122A
san11pk_dump.exe.idb,0x5579b0,??1stdiobuf@@UAE@XZ_43
san11pk_dump.exe.idb,0x5582f1,def_558299
san11pk_dump.exe.idb,0x558338,jpt_558299
san11pk_dump.exe.idb,0x5583b6,def_55838A
san11pk_dump.exe.idb,0x55844c,jpt_55838A
san11pk_dump.exe.idb,0x558680,??1stdiobuf@@UAE@XZ_44
san11pk_dump.exe.idb,0x559144,def_5590BC
san11pk_dump.exe.idb,0x5591e8,jpt_5590BC
san11pk_dump.exe.idb,0x55934a,def_5592D3
san11pk_dump.exe.idb,0x559394,jpt_5592D3
san11pk_dump.exe.idb,0x559450,?GetNumberOfBoundContexts@SchedulerBase@details@Concurrency@@IBEKXZ
san11pk_dump.exe.idb,0x5596b0,??1stdiobuf@@UAE@XZ_45
san11pk_dump.exe.idb,0x559921,def_5598E0
san11pk_dump.exe.idb,0x559964,jpt_5598E0
san11pk_dump.exe.idb,0x55a410,??1stdiobuf@@UAE@XZ_46
san11pk_dump.exe.idb,0x55a780,??1stdiobuf@@UAE@XZ_47
san11pk_dump.exe.idb,0x55abb0,??1strstreambuf@std@@UAE@XZ_5
san11pk_dump.exe.idb,0x55afa2,def_55AF71
san11pk_dump.exe.idb,0x55afd4,jpt_55AF71
san11pk_dump.exe.idb,0x55ba25,def_55BA04
san11pk_dump.exe.idb,0x55ba88,jpt_55BA04
san11pk_dump.exe.idb,0x55c610,??1strstreambuf@std@@UAE@XZ_6
san11pk_dump.exe.idb,0x55dfdf,def_55DEFB
san11pk_dump.exe.idb,0x55dfec,jpt_55DEFB
san11pk_dump.exe.idb,0x55e750,??1ios_base@std@@UAE@XZ_7
san11pk_dump.exe.idb,0x55ed50,??1strstreambuf@std@@UAE@XZ_7
san11pk_dump.exe.idb,0x55f130,def_55F11B
san11pk_dump.exe.idb,0x55f180,jpt_55F11B
san11pk_dump.exe.idb,0x55f63c,def_55F5FB
san11pk_dump.exe.idb,0x55facf,def_55FA8E
san11pk_dump.exe.idb,0x55fe9c,jpt_55F5FB
san11pk_dump.exe.idb,0x55feb0,jpt_55FA8E
san11pk_dump.exe.idb,0x55fed0,??1stdiobuf@@UAE@XZ_48
san11pk_dump.exe.idb,0x5600d0,??1strstreambuf@std@@UAE@XZ_8
san11pk_dump.exe.idb,0x5611b2,def_56118C
san11pk_dump.exe.idb,0x56126c,jpt_56118C
san11pk_dump.exe.idb,0x561569,def_5614D0
san11pk_dump.exe.idb,0x5615d0,jpt_5614D0
san11pk_dump.exe.idb,0x56278a,def_5625FD
san11pk_dump.exe.idb,0x5627b8,jpt_5625FD
san11pk_dump.exe.idb,0x56492c,def_5648FB
san11pk_dump.exe.idb,0x5649f4,jpt_5648FB
san11pk_dump.exe.idb,0x564e2d,def_564CC3
san11pk_dump.exe.idb,0x564e30,jpt_564CC3
san11pk_dump.exe.idb,0x56a7bd,def_56A736
san11pk_dump.exe.idb,0x56a7c4,jpt_56A736
san11pk_dump.exe.idb,0x56ad0d,def_56AB55
san11pk_dump.exe.idb,0x56ad54,jpt_56AB55
san11pk_dump.exe.idb,0x56f802,def_56F486
san11pk_dump.exe.idb,0x56f80c,jpt_56F486
san11pk_dump.exe.idb,0x57050c,def_5704E7
san11pk_dump.exe.idb,0x570657,def_5705FB
san11pk_dump.exe.idb,0x570660,jpt_5704E7
san11pk_dump.exe.idb,0x570688,jpt_5705FB
san11pk_dump.exe.idb,0x5732c0,?ContinueRouting@CCmdUI@@QAEXXZ
san11pk_dump.exe.idb,0x573470,ReturnValue5
san11pk_dump.exe.idb,0x573500,SetEAXToOne
san11pk_dump.exe.idb,0x573f55,def_573EC1
san11pk_dump.exe.idb,0x573f90,jpt_573EC1
san11pk_dump.exe.idb,0x57473a,def_57464A
san11pk_dump.exe.idb,0x5748bd,def_574793
san11pk_dump.exe.idb,0x574918,jpt_57464A
san11pk_dump.exe.idb,0x57492c,jpt_574793
san11pk_dump.exe.idb,0x575768,def_575534
san11pk_dump.exe.idb,0x57626c,jpt_575534
san11pk_dump.exe.idb,0x577aeb,def_577A7C
san11pk_dump.exe.idb,0x577af8,jpt_577A7C
san11pk_dump.exe.idb,0x5785e6,def_578591
san11pk_dump.exe.idb,0x578600,jpt_578591
san11pk_dump.exe.idb,0x579988,def_5797FC
san11pk_dump.exe.idb,0x579bb4,jpt_5797FC
san11pk_dump.exe.idb,0x57d8ce,def_57D88D
san11pk_dump.exe.idb,0x57d9d0,jpt_57D88D
san11pk_dump.exe.idb,0x57e3ff,def_57E300
san11pk_dump.exe.idb,0x57e408,jpt_57E300
san11pk_dump.exe.idb,0x582a84,def_5829F3
san11pk_dump.exe.idb,0x582bcc,jpt_5829F3
san11pk_dump.exe.idb,0x583696,def_583539
san11pk_dump.exe.idb,0x5836dc,jpt_583539
san11pk_dump.exe.idb,0x5846db,def_58469C
san11pk_dump.exe.idb,0x5846dc,jpt_58469C
san11pk_dump.exe.idb,0x585510,GetAuxiliaryAttackProbability
san11pk_dump.exe.idb,0x585980,def_585915
san11pk_dump.exe.idb,0x585d48,jpt_585915
san11pk_dump.exe.idb,0x5863ff,def_586257
san11pk_dump.exe.idb,0x587118,jpt_586257
san11pk_dump.exe.idb,0x588182,def_588161
san11pk_dump.exe.idb,0x5881a0,jpt_588161
san11pk_dump.exe.idb,0x588a44,def_588A21
san11pk_dump.exe.idb,0x588a7c,jpt_588A21
san11pk_dump.exe.idb,0x589210,DemonstrateBattlefieldChanges
san11pk_dump.exe.idb,0x58957f,def_58931A
san11pk_dump.exe.idb,0x589598,jpt_58931A
san11pk_dump.exe.idb,0x589d53,def_589D31
san11pk_dump.exe.idb,0x589d78,jpt_589D31
san11pk_dump.exe.idb,0x58bbbb,def_58BB9C
san11pk_dump.exe.idb,0x58bbc0,jpt_58BB9C
san11pk_dump.exe.idb,0x58d6d0,DeclineSecurity
san11pk_dump.exe.idb,0x58db2e,__RTC_NumErrors_3
san11pk_dump.exe.idb,0x58db40,def_58DB27
san11pk_dump.exe.idb,0x58db44,jpt_58DB27
san11pk_dump.exe.idb,0x58deca,def_58DEB7
san11pk_dump.exe.idb,0x58ded0,jpt_58DEB7
san11pk_dump.exe.idb,0x58df00,CheckCityMoneyIncome
san11pk_dump.exe.idb,0x58e3d0,RandomMovementAndAutomaticEmploymentOfPersons
san11pk_dump.exe.idb,0x58ea94,def_58EA67
san11pk_dump.exe.idb,0x58eb50,jpt_58EA67
san11pk_dump.exe.idb,0x590490,MonthlyIncomeAndExpend
san11pk_dump.exe.idb,0x590c30,MonthlyAction
san11pk_dump.exe.idb,0x5910b3,def_591083
san11pk_dump.exe.idb,0x591128,jpt_591083
san11pk_dump.exe.idb,0x5933a0,UseOfStrategyOrTactic
san11pk_dump.exe.idb,0x593548,def_593459
san11pk_dump.exe.idb,0x5935fc,jpt_593459
san11pk_dump.exe.idb,0x593a7a,def_5936E4
san11pk_dump.exe.idb,0x593ab0,jpt_5936E4
san11pk_dump.exe.idb,0x594917,def_5948BE
san11pk_dump.exe.idb,0x594ad8,jpt_5948BE
san11pk_dump.exe.idb,0x596610,unknown_libname_66
san11pk_dump.exe.idb,0x5971f0,DesignateInjuredPersonnel
san11pk_dump.exe.idb,0x5975b2,def_5974E0
san11pk_dump.exe.idb,0x5975bc,jpt_5974E0
san11pk_dump.exe.idb,0x597ee2,def_597C31
san11pk_dump.exe.idb,0x597f00,jpt_597C31
san11pk_dump.exe.idb,0x598052,def_598004
san11pk_dump.exe.idb,0x5982b4,jpt_598004
san11pk_dump.exe.idb,0x5984a0,def_598477
san11pk_dump.exe.idb,0x598518,jpt_598477
san11pk_dump.exe.idb,0x59c624,def_59C5FA
san11pk_dump.exe.idb,0x59c6b4,jpt_59C5FA
san11pk_dump.exe.idb,0x59f92c,def_59F7DF
san11pk_dump.exe.idb,0x59f930,jpt_59F7DF
san11pk_dump.exe.idb,0x5a07d0,StoneFormationDizzinessJudgment
san11pk_dump.exe.idb,0x5a19c8,def_5A192D
san11pk_dump.exe.idb,0x5a19e8,jpt_5A192D
san11pk_dump.exe.idb,0x5a1cef,def_5A1C94
san11pk_dump.exe.idb,0x5a1d2c,jpt_5A1C94
san11pk_dump.exe.idb,0x5a3300,GetFacilityTypeIDWithTechnology
san11pk_dump.exe.idb,0x5a3405,def_5A3323
san11pk_dump.exe.idb,0x5a340c,jpt_5A3323
san11pk_dump.exe.idb,0x5a3440,GetFacilityTypeIDWithTechnologyByTroop
san11pk_dump.exe.idb,0x5a394f,def_5A38B2
san11pk_dump.exe.idb,0x5a3958,jpt_5A38B2
san11pk_dump.exe.idb,0x5a3b8e,def_5A3B69
san11pk_dump.exe.idb,0x5a3bc8,jpt_5A3B69
san11pk_dump.exe.idb,0x5a3cd0,GetTacticCastingRange
san11pk_dump.exe.idb,0x5a47e0,GetTroopMovementRangeBeforeMovement
san11pk_dump.exe.idb,0x5a4cf0,GetTroopAttackRangeWhenMoving
san11pk_dump.exe.idb,0x5a53db,def_5A5389
san11pk_dump.exe.idb,0x5a5410,jpt_5A5389
san11pk_dump.exe.idb,0x5a54b0,def_5A545B
san11pk_dump.exe.idb,0x5a54b4,jpt_5A545B
san11pk_dump.exe.idb,0x5a58bb,def_5A5867
san11pk_dump.exe.idb,0x5a58bc,jpt_5A5867
san11pk_dump.exe.idb,0x5a6bde,def_5A6BAB
san11pk_dump.exe.idb,0x5a6c9c,jpt_5A6BAB
san11pk_dump.exe.idb,0x5a6e35,def_5A6DD4
san11pk_dump.exe.idb,0x5a6ec4,jpt_5A6DD4
san11pk_dump.exe.idb,0x5a76c8,def_5A7580
san11pk_dump.exe.idb,0x5a76d0,jpt_5A7580
san11pk_dump.exe.idb,0x5a78b5,def_5A7770
san11pk_dump.exe.idb,0x5a78bc,jpt_5A7770
san11pk_dump.exe.idb,0x5a904c,def_5A8E68
san11pk_dump.exe.idb,0x5a9060,jpt_5A8E68
san11pk_dump.exe.idb,0x5aa9a6,def_5AA991
san11pk_dump.exe.idb,0x5aadb4,def_5AAD4C
san11pk_dump.exe.idb,0x5ab09c,jpt_5AA991
san11pk_dump.exe.idb,0x5ab0b4,jpt_5AAD4C
san11pk_dump.exe.idb,0x5ada4f,def_5AD9E3
san11pk_dump.exe.idb,0x5adaf4,jpt_5AD9E3
san11pk_dump.exe.idb,0x5adbe0,GetAttackedTroopStrength
san11pk_dump.exe.idb,0x5adeb0,GetPrefectActualTroopStrength
san11pk_dump.exe.idb,0x5adfc0,DetermineLongRangeAttack
san11pk_dump.exe.idb,0x5ae000,ShieldJudgment
san11pk_dump.exe.idb,0x5ae140,GetFacilityDamage
san11pk_dump.exe.idb,0x5ae31d,def_5AE2EC
san11pk_dump.exe.idb,0x5ae320,jpt_5AE2EC
san11pk_dump.exe.idb,0x5ae610,TacticCriticalHit
san11pk_dump.exe.idb,0x5af467,def_5AEA57
san11pk_dump.exe.idb,0x5af4c4,jpt_5AEA57
san11pk_dump.exe.idb,0x5af4f0,DetermineTacticExecutionSuccess
san11pk_dump.exe.idb,0x5af520,GetTacticCriticalHitRate
san11pk_dump.exe.idb,0x5af74b,def_5AF738
san11pk_dump.exe.idb,0x5af7db,def_5AF63C
san11pk_dump.exe.idb,0x5af7e8,jpt_5AF63C
san11pk_dump.exe.idb,0x5af80c,jpt_5AF738
san11pk_dump.exe.idb,0x5af850,TacticSuccessRate
san11pk_dump.exe.idb,0x5afad3,def_5AF90C
san11pk_dump.exe.idb,0x5afae8,jpt_5AF90C
san11pk_dump.exe.idb,0x5afc70,GetTroopDamage
san11pk_dump.exe.idb,0x5b0d52,def_5B0D35
san11pk_dump.exe.idb,0x5b0e68,jpt_5B0D35
san11pk_dump.exe.idb,0x5b0ee0,GetFacilityDamage_5b0ee0
san11pk_dump.exe.idb,0x5b1016,def_5B0F6C
san11pk_dump.exe.idb,0x5b1170,jpt_5B0F6C
san11pk_dump.exe.idb,0x5b161f,def_5B160E
san11pk_dump.exe.idb,0x5b1828,jpt_5B160E
san11pk_dump.exe.idb,0x5b1848,jpt_5B16F7
san11pk_dump.exe.idb,0x5b2219,def_5B2178
san11pk_dump.exe.idb,0x5b2220,jpt_5B2178
san11pk_dump.exe.idb,0x5b298a,def_5B285C
san11pk_dump.exe.idb,0x5b29a4,jpt_5B285C
san11pk_dump.exe.idb,0x5b3668,def_5B3512
san11pk_dump.exe.idb,0x5b3684,jpt_5B3512
san11pk_dump.exe.idb,0x5b3bd0,GetMeritByOfficialID
san11pk_dump.exe.idb,0x5b64de,def_5B63F9
san11pk_dump.exe.idb,0x5b64e4,jpt_5B63F9
san11pk_dump.exe.idb,0x5b7718,def_5B759D
san11pk_dump.exe.idb,0x5b7720,jpt_5B759D
san11pk_dump.exe.idb,0x5b7bb9,def_5B7B7F
san11pk_dump.exe.idb,0x5b7bc8,jpt_5B7B7F
san11pk_dump.exe.idb,0x5b80f0,CheckActiveAndMovableStatusOfPerson
san11pk_dump.exe.idb,0x5b8180,CheckFirstCorpOwnershipOfFacility
san11pk_dump.exe.idb,0x5b81d0,CheckFirstCorpMembershipOfPerson
san11pk_dump.exe.idb,0x5b8250,GetPersonsPtrArrayForMissionAndTarget
san11pk_dump.exe.idb,0x5b8400,ProcessReturnOfPerson
san11pk_dump.exe.idb,0x5b9340,DeductCorpActionPoints
san11pk_dump.exe.idb,0x5b9c00,GetTimeValue
san11pk_dump.exe.idb,0x5ba27f,def_5B9E43
san11pk_dump.exe.idb,0x5ba298,jpt_5B9E43
san11pk_dump.exe.idb,0x5ba3a4,def_5BA33A
san11pk_dump.exe.idb,0x5ba3dc,jpt_5BA33A
san11pk_dump.exe.idb,0x5bb8f1,def_5BB8BF
san11pk_dump.exe.idb,0x5bbbdc,jpt_5BB8BF
san11pk_dump.exe.idb,0x5bbe02,def_5BBCEC
san11pk_dump.exe.idb,0x5bbe0c,jpt_5BBCEC
san11pk_dump.exe.idb,0x5bd6aa,def_5BD67B
san11pk_dump.exe.idb,0x5bd71c,jpt_5BD67B
san11pk_dump.exe.idb,0x5bdc82,def_5BDC3E
san11pk_dump.exe.idb,0x5bdc8c,jpt_5BDC3E
san11pk_dump.exe.idb,0x5be189,def_5BE0E8
san11pk_dump.exe.idb,0x5be190,jpt_5BE0E8
san11pk_dump.exe.idb,0x5c0006,def_5BFFB8
san11pk_dump.exe.idb,0x5c0018,jpt_5BFFB8
san11pk_dump.exe.idb,0x5c2430,??0_ReaderWriterLock@details@Concurrency@@QAE@XZ
san11pk_dump.exe.idb,0x5c31c4,def_5C3090
san11pk_dump.exe.idb,0x5c31e0,jpt_5C3090
san11pk_dump.exe.idb,0x5c4840,ProcessPersonHiredSuccessfully
san11pk_dump.exe.idb,0x5c4f80,GetHiringSuccessRate
san11pk_dump.exe.idb,0x5c5648,def_5C5452
san11pk_dump.exe.idb,0x5c5650,jpt_5C5452
san11pk_dump.exe.idb,0x5c6306,def_5C62F3
san11pk_dump.exe.idb,0x5c630c,jpt_5C62F3
san11pk_dump.exe.idb,0x5c657f,def_5C6528
san11pk_dump.exe.idb,0x5c6588,jpt_5C6528
san11pk_dump.exe.idb,0x5c6ca0,GetTimeRequiredForSiegeEnginesAndShips
san11pk_dump.exe.idb,0x5c6d3c,def_5C6CD5
san11pk_dump.exe.idb,0x5c6e34,jpt_5C6CD5
san11pk_dump.exe.idb,0x5cc61c,def_5CC559
san11pk_dump.exe.idb,0x5cc624,jpt_5CC559
san11pk_dump.exe.idb,0x5ccd8c,def_5CCBE5
san11pk_dump.exe.idb,0x5ccda8,jpt_5CCBE5
san11pk_dump.exe.idb,0x5cd378,def_5CD25A
san11pk_dump.exe.idb,0x5cd380,jpt_5CD25A
san11pk_dump.exe.idb,0x5cf0a2,def_5CEF35
san11pk_dump.exe.idb,0x5cf0d4,jpt_5CEF35
san11pk_dump.exe.idb,0x5cfa20,unknown_libname_67
san11pk_dump.exe.idb,0x5d15a4,def_5D155D
san11pk_dump.exe.idb,0x5d15b4,jpt_5D155D
san11pk_dump.exe.idb,0x5d67f0,??0CRect@@QAE@XZ
san11pk_dump.exe.idb,0x5d687c,jpt_5D6853
san11pk_dump.exe.idb,0x5d6906,def_5D68C3
san11pk_dump.exe.idb,0x5d690c,jpt_5D68C3
san11pk_dump.exe.idb,0x5dc67d,def_5DC5CE
san11pk_dump.exe.idb,0x5dc684,jpt_5DC5CE
san11pk_dump.exe.idb,0x5dc694,jpt_5DC5DE
san11pk_dump.exe.idb,0x5dc6b0,jpt_5DC621
san11pk_dump.exe.idb,0x5dc6e0,jpt_5DC653
san11pk_dump.exe.idb,0x5dc6fc,jpt_5DC676
san11pk_dump.exe.idb,0x5dcfd8,nullsub_14
san11pk_dump.exe.idb,0x5dd977,def_5DD642
san11pk_dump.exe.idb,0x5dd990,jpt_5DD642
san11pk_dump.exe.idb,0x5df86d,def_5DF7CA
san11pk_dump.exe.idb,0x5df874,jpt_5DF7CA
san11pk_dump.exe.idb,0x5e0178,jpt_5E0014
san11pk_dump.exe.idb,0x5e01a8,jpt_5E00CB
san11pk_dump.exe.idb,0x5e4147,def_5E4125
san11pk_dump.exe.idb,0x5e44cc,jpt_5E4125
san11pk_dump.exe.idb,0x5ec91e,def_5EC90F
san11pk_dump.exe.idb,0x5ecb68,jpt_5EC90F
san11pk_dump.exe.idb,0x5ee430,def_5EE3E7
san11pk_dump.exe.idb,0x5ee734,jpt_5EE3E7
san11pk_dump.exe.idb,0x5f2940,_Ctl3dAutoSubclass@4
san11pk_dump.exe.idb,0x5f2ce0,_Ctl3dAutoSubclass@4_0
san11pk_dump.exe.idb,0x5f5e52,def_5F5E02
san11pk_dump.exe.idb,0x5f5e6c,jpt_5F5E02
san11pk_dump.exe.idb,0x5f5fd1,def_5F5F14
san11pk_dump.exe.idb,0x5f5fd8,jpt_5F5F14
san11pk_dump.exe.idb,0x5f63fd,def_5F63AB
san11pk_dump.exe.idb,0x5f6404,jpt_5F63AB
san11pk_dump.exe.idb,0x5f6470,ConsumptionCalculationUsedByAI
san11pk_dump.exe.idb,0x5f659f,def_5F6590
san11pk_dump.exe.idb,0x5f65a4,jpt_5F6590
san11pk_dump.exe.idb,0x5f6c29,def_5F6BEC
san11pk_dump.exe.idb,0x5f6c30,jpt_5F6BEC
san11pk_dump.exe.idb,0x5f774b,def_5F76AF
san11pk_dump.exe.idb,0x5f77a4,jpt_5F76AF
san11pk_dump.exe.idb,0x5f8daf,def_5F8DA8
san11pk_dump.exe.idb,0x5f8f30,jpt_5F8DA8
san11pk_dump.exe.idb,0x5f90d4,def_5F90CD
san11pk_dump.exe.idb,0x5f9260,jpt_5F90CD
san11pk_dump.exe.idb,0x5fa021,def_5F9F12
san11pk_dump.exe.idb,0x5fa028,jpt_5F9F12
san11pk_dump.exe.idb,0x5fa317,def_5FA2E6
san11pk_dump.exe.idb,0x5fa3d0,jpt_5FA2E6
san11pk_dump.exe.idb,0x5fa670,def_5FA660
san11pk_dump.exe.idb,0x5fa678,jpt_5FA660
san11pk_dump.exe.idb,0x5fc77c,def_5FC6E4
san11pk_dump.exe.idb,0x5fc784,jpt_5FC6E4
san11pk_dump.exe.idb,0x5fcaf0,??1ios_base@std@@UAE@XZ_8
san11pk_dump.exe.idb,0x5fcdc8,def_5FCD67
san11pk_dump.exe.idb,0x5fcdd0,jpt_5FCD67
san11pk_dump.exe.idb,0x5fe904,def_5FE8B0
san11pk_dump.exe.idb,0x5fe90c,jpt_5FE8B0
san11pk_dump.exe.idb,0x5fea30,??1stdiobuf@@UAE@XZ_49
san11pk_dump.exe.idb,0x5ff140,??1stdiobuf@@UAE@XZ_50
san11pk_dump.exe.idb,0x5ff399,def_5FF1E2
san11pk_dump.exe.idb,0x5ff3b0,jpt_5FF1E2
san11pk_dump.exe.idb,0x60008d,def_60003F
san11pk_dump.exe.idb,0x600098,jpt_60003F
san11pk_dump.exe.idb,0x6004e0,??1ios_base@std@@UAE@XZ_9
san11pk_dump.exe.idb,0x602c7a,def_602C20
san11pk_dump.exe.idb,0x602c80,jpt_602C20
san11pk_dump.exe.idb,0x60330c,def_6032BA
san11pk_dump.exe.idb,0x60335c,jpt_6032BA
san11pk_dump.exe.idb,0x604730,def_60469B
san11pk_dump.exe.idb,0x604738,jpt_60469B
san11pk_dump.exe.idb,0x604a80,??1ios_base@std@@UAE@XZ_10
san11pk_dump.exe.idb,0x6053e0,??1ios_base@std@@UAE@XZ_11
san11pk_dump.exe.idb,0x6069eb,def_606997
san11pk_dump.exe.idb,0x6069f0,jpt_606997
san11pk_dump.exe.idb,0x606a4a,__RTC_NumErrors_4
san11pk_dump.exe.idb,0x606a50,__RTC_NumErrors_5
san11pk_dump.exe.idb,0x606a6e,def_606A31
san11pk_dump.exe.idb,0x606a74,jpt_606A31
san11pk_dump.exe.idb,0x6076b2,def_6075C1
san11pk_dump.exe.idb,0x6076c8,jpt_6075C1
san11pk_dump.exe.idb,0x607b9b,def_607BD1
san11pk_dump.exe.idb,0x607c78,jpt_607BD1
san11pk_dump.exe.idb,0x607df0,??1ios_base@std@@UAE@XZ_12
san11pk_dump.exe.idb,0x609330,??1ios_base@std@@UAE@XZ_13
san11pk_dump.exe.idb,0x6097ab,def_609757
san11pk_dump.exe.idb,0x6097b0,jpt_609757
san11pk_dump.exe.idb,0x60a69f,def_60A647
san11pk_dump.exe.idb,0x60a6a4,jpt_60A647
san11pk_dump.exe.idb,0x60a990,??1ios_base@std@@UAE@XZ_14
san11pk_dump.exe.idb,0x60b070,??1stdiobuf@@UAE@XZ_51
san11pk_dump.exe.idb,0x60b8e4,def_60B87D
san11pk_dump.exe.idb,0x60bb8b,def_60BA95
san11pk_dump.exe.idb,0x60be6c,jpt_60B87D
san11pk_dump.exe.idb,0x60be7c,jpt_60BA95
san11pk_dump.exe.idb,0x60bfa2,def_60BF53
san11pk_dump.exe.idb,0x60bfbc,jpt_60BF53
san11pk_dump.exe.idb,0x60cc54,def_60CC07
san11pk_dump.exe.idb,0x60cc5c,jpt_60CC07
san11pk_dump.exe.idb,0x60db34,def_60DAE0
san11pk_dump.exe.idb,0x60db3c,jpt_60DAE0
san11pk_dump.exe.idb,0x60f1f0,??1ios_base@std@@UAE@XZ_15
san11pk_dump.exe.idb,0x610d40,??1ios_base@std@@UAE@XZ_16
san11pk_dump.exe.idb,0x6120fb,def_612094
san11pk_dump.exe.idb,0x6121c4,jpt_612094
san11pk_dump.exe.idb,0x612730,def_6126F0
san11pk_dump.exe.idb,0x612984,jpt_6126F0
san11pk_dump.exe.idb,0x612f92,def_612F10
san11pk_dump.exe.idb,0x612fac,jpt_612F10
san11pk_dump.exe.idb,0x613050,jpt_612F29
san11pk_dump.exe.idb,0x613074,jpt_612F42
san11pk_dump.exe.idb,0x6137b9,def_613751
san11pk_dump.exe.idb,0x61390c,jpt_613751
san11pk_dump.exe.idb,0x613c8b,def_613C4B
san11pk_dump.exe.idb,0x613eb8,jpt_613C4B
san11pk_dump.exe.idb,0x614518,def_6144B1
san11pk_dump.exe.idb,0x614678,jpt_6144B1
san11pk_dump.exe.idb,0x614b5e,def_614B1E
